code,district,department,municipality,school_name,address,phone,supervisor,director,sector,area,status,teaching_mode,schedule,plan,departmental
16-01-9851-46,16-031,Alta Verapaz,Coban,Colegio De Informatica Ceninfav,Sin especificar,['7952-1765'],Mercedes Josefina Torres Galvez,Hector Vidal Bol Cu,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Verapaz
16-01-9897-46,16-031,Alta Verapaz,Coban,Colegio Particular Mixto Verapaz,Sin especificar,['7736-7402'],Mercedes Josefina Torres Galvez,Jorge Edy Gutierrez Ponce,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-01-9956-46,16-031,Alta Verapaz,Coban,Liceo Preuniversitario Del Norte,2 Calle 4-61 Zona 4,['7951-4754'],Mercedes Josefina Torres Galvez,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Verapaz
16-01-9958-46,16-031,Alta Verapaz,Coban,Liceo Dr Ricardo Bressani,3 Avenida 5-97 Zona 1,['7952-1920'],Mercedes Josefina Torres Galvez,Belsy Claribel Santisteban Archila,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Verapaz
16-01-9991-46,16-031,Alta Verapaz,Coban,Asociacion De Maestros De Educacion De Guatemala Amerg,Sin especificar,['7952-0175'],Mercedes Josefina Torres Galvez,Sin especificar,Privado,Rural,Cerrada Temporalmente,Bilingue,Doble,Fin de semana,Verapaz
16-02-0013-46,16-006,Alta Verapaz,Santa Cruz Verapaz,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['5776-7683'],Efrain Caal Cuc,Erik Roberto Cu Pop,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-02-0020-46,16-006,Alta Verapaz,Santa Cruz Verapaz,Liceo Santa Cruz,Sin especificar,['5016-1328'],Efrain Caal Cuc,Augusto Alexander Rax Rodriguez,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-02-0053-46,16-006,Alta Verapaz,Santa Cruz Verapaz,Colegio Futuro Amanecer,Sin especificar,['5998-4909'],Efrain Caal Cuc,Blanca Floridalma Quej Chiquin,Privado,Urbana,Cerrada Temporalmente,Monolingue,Sin especificar,Fin de semana,Verapaz
16-02-0055-46,16-006,Alta Verapaz,Santa Cruz Verapaz,Liceo Santa Cruz,Sin especificar,['4203-5694'],Efrain Caal Cuc,Augusto Alexander Rax Rodriguez,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Verapaz
16-03-0036-46,16-053,Alta Verapaz,San Cristobal Verapaz,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,Sin especificar,Roberto De Jesus Lopez Alvarez,Edy Rolando Jom Coy,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-03-0047-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo San Cristobal,5 Calle 4-18 Zona 1,['7950-4134'],Olga Marina Buc,Danilo Coc Pop,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Verapaz
16-03-0056-46,16-008,Alta Verapaz,San Cristobal Verapaz,Instituto Tecnologico Vocacional Marco Tulio De La Cruz Morales,2 Calle 4-45 Zona 4,['7950-4929'],Olga Marina Buc,Rigoberto Higinio Suram Jom,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-03-0076-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnologicas,3 Calle 0-43 Zona 3,['4484-8051'],Olga Marina Buc,Carlos Salvatierra Santos,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Verapaz
16-03-0077-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnologicas,3 Calle 0-43 Zona 3,['3238-6711'],Olga Marina Buc,Massena Oswaldo Sagastume Portocarrero,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-03-0082-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnologicas,3 Calle 0-43 Zona 3,['5907-0869'],Olga Marina Buc,Marco Augusto Jom Caal,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Verapaz
16-03-0083-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnologicas,3 Calle 0-43 Zona 3,['5907-0869'],Olga Marina Buc,Marco Augusto Jom Caal,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Verapaz
16-03-0087-46,16-008,Alta Verapaz,San Cristobal Verapaz,Instituto Nacional De Educacion Diversificada Con Orientacion En Artes Y Oficios,Sin especificar,['5528-8589'],Olga Marina Buc,Joel David Lem Suram,Oficial,Rural,Abierta,Bilingue,Matutina,Diario,Verapaz
16-03-0088-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,Sin especificar,['4516-0662'],Olga Marina Buc,Marco Tulio De La Cruz Morales,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Verapaz
16-03-0092-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr Carlos Aldana Mendoza,Sin especificar,['3147-9184'],Olga Marina Buc,Juan Gabriel Cal Suram,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-03-0093-46,16-008,Alta Verapaz,San Cristobal Verapaz,Instituto Tecnologico Vocacional Marco Tulio De La Cruz Morales,2 Calle 4-45 Zona 4,['7950-4929'],Olga Marina Buc,Rigoberto Higinio Suram Jom,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Verapaz
16-03-0095-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto La Pupila Del Cielo,Sin especificar,['3380-1345'],Olga Marina Buc,Mario Rene Cal Sun,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-03-0097-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnologicas,3 Calle 0-43 Zona 3,['7792-3223'],Olga Marina Buc,Massena Oswaldo Sagastume Portocarrero,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Verapaz
16-03-0104-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr Carlos Aldana Mendoza,Sin especificar,['7950-4090'],Olga Marina Buc,Delmy Damariz Choc Lopez,Privado,Urbana,Abierta,Monolingue,Matutina,Fin de semana,Verapaz
16-03-0105-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr Carlos Aldana Mendoza,Sin especificar,['7950-4090'],Olga Marina Buc,Juan Gabriel Cal Suram,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Verapaz
16-03-0106-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr Carlos Aldana Mendoza,Sin especificar,['7950-4090'],Olga Marina Buc,Juan Gabriel Cal Suram,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Verapaz
16-03-0108-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnologicas,3 Calle 0-43 Zona 3,['7792-3223'],Olga Marina Buc,Massena Oswaldo Sagastume Portocarrero,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Fin de semana,Verapaz
16-03-0109-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnologicas,3 Calle 0-43 Zona 3,['7792-3223'],Olga Marina Buc,Mynor Walter Jom Coy,Privado,Urbana,Cerrada Temporalmente,Monolingue,Nocturna,Diario,Verapaz
16-03-0110-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,Sin especificar,['7950-4337'],Olga Marina Buc,Maria Angelica Gomez Chavez,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Verapaz
16-03-0139-46,16-008,Alta Verapaz,San Cristobal Verapaz,Instituto Tecnologico Vocacional Marco Tulio De La Cruz Morales,2 Calle 4-45 Zona 4,['7950-4929'],Olga Marina Buc,Rigoberto Higinio Suram Jom,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Verapaz
16-03-0158-46,16-050,Alta Verapaz,San Cristobal Verapaz,Enbi Centro De Educacion Extraescolar Ceex,Sin especificar,['4628-0307'],Maximiliano Chub Ical,Sara Floridalma Cu Tiul,Privado,Rural,Abierta,Bilingue,Doble,Semipresencial,Verapaz
16-03-0243-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnologicas,3 Calle 0-43 Zona 3,['4170-5134'],Olga Marina Buc,Massena Oswaldo Sagastume Portocarrero,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Verapaz
16-03-0245-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr Carlos Aldana Mendoza,Sin especificar,['3147-9184'],Olga Marina Buc,Delmy Damariz Choc Lopez,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Verapaz
16-03-0247-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,Sin especificar,['4516-0622'],Olga Marina Buc,Maria Angelica Gomez Chavez,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Verapaz
16-03-0259-46,16-008,Alta Verapaz,San Cristobal Verapaz,Instituto Tecnologico Vocacional Marco Tulio De La Cruz Morales,2 Calle 4-45 Zona 4,['7950-4929'],Olga Marina Buc,Rigoberto Higinio Suram Jom,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Verapaz
16-03-0262-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto La Pupila Del Cielo,Sin especificar,['3380-1345'],Olga Marina Buc,Mario Rene Cal Sun,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Verapaz
16-03-0263-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto La Pupila Del Cielo,Sin especificar,['3380-1345'],Olga Marina Buc,Mario Rene Cal Sun,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Verapaz
16-03-0265-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo San Cristobal,5 Calle 4-18 Zona 1,['5733-2422'],Olga Marina Buc,Danilo Coc Pop,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Verapaz
16-03-0266-46,16-050,Alta Verapaz,San Cristobal Verapaz,Enbi Centro De Educacion Extraescolar Ceex,Sin especificar,['4555-2665'],Maximiliano Chub Ical,Henry Manuel Hidalgo Sacba,Oficial,Rural,Abierta,Bilingue,Doble,Diario,Verapaz
16-03-1388-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Meson,Sin especificar,"['7950-4027', '7950-4028']",Olga Marina Buc,Luis Emilio Solares Marroquin,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Verapaz
16-03-1429-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,Sin especificar,['7950-4337'],Olga Marina Buc,Maria Angelica Gomez Chavez,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-03-1520-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,Sin especificar,['4516-0662'],Olga Marina Buc,Maria Angelica Gomez Chavez,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Verapaz
16-03-1607-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,1 Avenida 3-62 Zona 4,['5637-7425'],Olga Marina Buc,Marco Tulio De La Cruz Morales,Privado,Urbana,Cerrada Temporalmente,Monolingue,Nocturna,Diario,Verapaz
16-03-9884-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo San Cristobal,5 Calle 4-18 Zona 1,['7950-4134'],Olga Marina Buc,Danilo Coc Pop,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-03-9885-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo San Cristobal,5 Calle 4-18 Zona 1,['7950-4134'],Olga Marina Buc,Danilo Coc Pop,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-03-9886-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo San Cristobal,0 Avenida 1-71 Zona 5,['7950-4134'],Olga Marina Buc,Gladis Yolanda Moran Lem,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Fin de semana,Verapaz
16-04-0036-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,Sin especificar,['7953-9043'],Wilson Edwin Oswaldo Caal Cho,Concha De Pelaez,Privado,Urbana,Cerrada Temporalmente,Bilingue,Doble,Diario,Verapaz
16-04-0041-46,16-011,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,3 Avenida 5-97 Zona 1,['5629-4302'],Jorge Alberto Caal Bol,Guillermo Alfredo Portocarrero,Privado,Urbana,Cerrada Temporalmente,Monolingue,Nocturna,Diario,Verapaz
16-04-0042-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Cristiano Fe Viva,Sin especificar,['7952-9275'],Wilson Edwin Oswaldo Caal Cho,Thelma Floridalma Fernandez Moya,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Verapaz
16-04-0046-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,9 Calle 10-09 Zona 1,['7953-9955'],Wilson Edwin Oswaldo Caal Cho,Rolando Macz Bac,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Verapaz
16-04-0049-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,Sin especificar,['7953-9043'],Wilson Edwin Oswaldo Caal Cho,Ana Eliza Pelaez Ponce,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Verapaz
16-04-0050-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,Sin especificar,['7953-9043'],Wilson Edwin Oswaldo Caal Cho,Ana Eliza Pelaez Ponce,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Verapaz
16-04-0062-46,16-009,Alta Verapaz,Tactic,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['5044-3851'],Wilson Edwin Oswaldo Caal Cho,Ruben Xicol Bac,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario,Verapaz
16-04-0064-46,16-009,Alta Verapaz,Tactic,Colegio Nuestra Senora De La Asuncion,Sin especificar,['7952-9368'],Wilson Edwin Oswaldo Caal Cho,Maria Angelica Cstillo Martinez,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-04-0068-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Cristiano Fe Viva,1 Avenida 6-73 Zona 7,['7952-9275'],Wilson Edwin Oswaldo Caal Cho,Evelin Marisol Donis Bin,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Verapaz
16-04-0072-46,16-009,Alta Verapaz,Tactic,Colegio Privado Mixto La Ensenanza,Sin especificar,['7953-9069'],Wilson Edwin Oswaldo Caal Cho,Mayra Magdalena Yat Chon,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Verapaz
16-04-0078-46,16-009,Alta Verapaz,Tactic,Colegio Privado Mixto La Ensenanza,2 Avenida 3-45 Zona 3,['7953-9069'],Wilson Edwin Oswaldo Caal Cho,Mayra Magdalena Yat Chon,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Verapaz
16-04-0079-46,16-009,Alta Verapaz,Tactic,Colegio Nuestra Senora De La Asuncion,2 Avenida 02-053 Zona 2,['7952-9368'],Wilson Edwin Oswaldo Caal Cho,Alfonso Mendez Martir,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Fin de semana,Verapaz
16-04-0080-46,16-009,Alta Verapaz,Tactic,Colegio Nuestra Senora De La Asuncion,2 Avenida 02-053 Zona 2,['7952-9368'],Wilson Edwin Oswaldo Caal Cho,Alfonso Mendez Martir,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Verapaz
16-04-0118-46,16-009,Alta Verapaz,Tactic,Colegio Nuestra Senora De La Asuncion,Sin especificar,['5423-8753'],Wilson Edwin Oswaldo Caal Cho,Maria Angelica Cstillo Martinez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Sin especificar,Fin de semana,Verapaz
16-04-0120-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,9 Calle 10-09 Zona 1,['5998-4909'],Wilson Edwin Oswaldo Caal Cho,Rolando Macz Bac,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Verapaz
16-04-0122-46,16-009,Alta Verapaz,Tactic,Colegio Privado Mixto La Ensenanza,Sin especificar,['7953-9069'],Wilson Edwin Oswaldo Caal Cho,Mayra Magdalena Yat Chon,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Verapaz
16-04-0124-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,Sin especificar,['5853-6938'],Wilson Edwin Oswaldo Caal Cho,Ana Eliza Pelaez Ponce,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Verapaz
16-04-0128-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,9 Calle 10-09 Zona 1,['7756-5109'],Wilson Edwin Oswaldo Caal Cho,Rolando Macz Bac,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-04-1233-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,Sin especificar,['7953-9955'],Wilson Edwin Oswaldo Caal Cho,Concepcion Analucia Lopez Vielman,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Verapaz
16-04-1235-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,9 Calle 10-09 Zona 1,['7953-9955'],Wilson Edwin Oswaldo Caal Cho,Claudia Nineth Dubon Castaneda,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Verapaz
16-04-1709-46,16-009,Alta Verapaz,Tactic,Instituto Privado Mixto De Educacion Diversificada Liceo Retalteco,Sin especificar,Sin especificar,Wilson Edwin Oswaldo Caal Cho,Sin especificar,Privado,Urbana,Temporal Nombramiento,Monolingue,Vespertina,Diario,Verapaz
16-04-2308-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,Sin especificar,['7953-9043'],Wilson Edwin Oswaldo Caal Cho,Ana Eliza Pelaez Ponce,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-04-8321-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,Sin especificar,['7953-9043'],Wilson Edwin Oswaldo Caal Cho,Ana Eliza Pelaez Ponce,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Verapaz
16-04-8322-46,16-009,Alta Verapaz,Tactic,Colegio Privado Mixto La Ensenanza,2 Avenida 3-45 Zona 3,['7953-9069'],Wilson Edwin Oswaldo Caal Cho,Mayra Magdalena Yat Chon,Privado,Rural,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-04-8324-46,16-004,Alta Verapaz,Tactic,Colegio Privado Mixto La Ensenanza,Sin especificar,Sin especificar,Alfonzo Si Xol,Sin especificar,Privado,Rural,Cerrada Temporalmente,Monolingue,Nocturna,Diario,Verapaz
16-04-9906-46,16-009,Alta Verapaz,Tactic,Colegio Privado Mixto La Ensenanza,2 Avenida 3-45 Zona 3,['7953-9069'],Wilson Edwin Oswaldo Caal Cho,Mayra Magdalena Yat Chon,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Verapaz
16-05-0017-46,16-010,Alta Verapaz,Tamahu,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['5803-4583'],Patricio Najarro Asencio,Carmelina Ico Moran,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-05-9091-46,16-010,Alta Verapaz,Tamahu,Instituto Mixto Municipal De Magisterio Bilingue Sepoc,Sin especificar,['5061-5709'],Patricio Najarro Asencio,Eliseo Cha Cha,Municipal,Urbana,Abierta,Bilingue,Vespertina,Diario,Verapaz
16-06-0090-46,16-011,Alta Verapaz,San Miguel Tucuru,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['4023-2213'],Jorge Alberto Caal Bol,Oscar Roman Xoc Co,Oficial,Urbana,Abierta,Bilingue,Vespertina,Diario,Verapaz
16-06-0103-46,16-046,Alta Verapaz,San Miguel Tucuru,Centro De Formacion Academica Tecnologica Y Ocupacional Jack Marie Eiting,Sin especificar,['3064-7842'],Benjamin Juc Botzoc,Gabriela Alejandra Urizar Rubio,Privado,Rural,Abierta,Monolingue,Matutina,Diario,Verapaz
16-06-0104-46,16-046,Alta Verapaz,San Miguel Tucuru,Centro De Formacion Academica Tecnologica Y Ocupacional Jack Marie Eiting,Sin especificar,['3064-7842'],Benjamin Juc Botzoc,Gabriela Alejandra Urizar Rubio,Privado,Rural,Abierta,Monolingue,Doble,Fin de semana,Verapaz
16-06-0106-46,16-046,Alta Verapaz,San Miguel Tucuru,Centro De Formacion Academica Tecnologica Y Ocupacional Jack Marie Eiting,Sin especificar,['3064-4784'],Benjamin Juc Botzoc,Gabriela Alejandra Urizar Rubio,Privado,Rural,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-06-0143-46,16-050,Alta Verapaz,San Miguel Tucuru,Enbi Centro De Educacion Extraescolar Ceex,Sin especificar,['5043-7041'],Maximiliano Chub Ical,Miriam Patricia Max Toc,Oficial,Rural,Abierta,Bilingue,Doble,Diario,Verapaz
16-06-2398-46,16-011,Alta Verapaz,San Miguel Tucuru,Instituto Mixto Privado De Magisterio Primaria Bilingue,Sin especificar,Sin especificar,Jorge Alberto Caal Bol,Miguel Fernando Tut Lemus,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-07-0117-46,16-012,Alta Verapaz,Panzos,Instituto Nacional De Educacion Diversificada Xekupilaj,Sin especificar,['5703-6563'],Maria Elena Palma Molina,Hector Maquim Caal,Oficial,Rural,Abierta,Monolingue,Matutina,Diario,Verapaz
16-07-0181-46,16-036,Alta Verapaz,Panzos,Colegio Mixto Mesoamericano,Sin especificar,['4806-7726'],Jose Luis Xi Cucul,Aristides Efren Lopez Gomez,Privado,Rural,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-07-0194-46,16-012,Alta Verapaz,Panzos,Colegio Privado Mixto Juan Amos Comenio,Sin especificar,['4085-6113'],Maria Elena Palma Molina,Marcelino Caz Mucu,Privado,Rural,Abierta,Monolingue,Matutina,Diario,Verapaz
16-07-0195-46,16-012,Alta Verapaz,Panzos,Colegio Privado Mixto Juan Amos Comenio,Sin especificar,['4085-6113'],Maria Elena Palma Molina,Marcelino Caz Mucu,Privado,Rural,Abierta,Monolingue,Nocturna,Diario,Verapaz
16-07-0196-46,16-036,Alta Verapaz,Panzos,Colegio Mixto Valle Del Polochic,Sin especificar,['3044-9848'],Jose Luis Xi Cucul,Joel Esteban Zepeda Caal,Privado,Rural,Cerrada Temporalmente,Monolingue,Matutina,Fin de semana,Verapaz
16-07-0197-46,16-036,Alta Verapaz,Panzos,Colegio Mixto Valle Del Polochic,Sin especificar,['3049-8487'],Jose Luis Xi Cucul,Joel Esteban Zepeda Caal,Privado,Rural,Abierta,Bilingue,Doble,Fin de semana,Verapaz
16-07-0206-46,16-012,Alta Verapaz,Panzos,Colegio Privado Liceo Polochic,Sin especificar,['5331-8658'],Maria Elena Palma Molina,Hector Maquim Caal,Privado,Rural,Abierta,Monolingue,Doble,Fin de semana,Verapaz
16-07-0207-46,16-012,Alta Verapaz,Panzos,Colegio Privado Liceo Polochic,Sin especificar,['5703-6563'],Maria Elena Palma Molina,Hector Maquim Caal,Privado,Rural,Cerrada Temporalmente,Monolingue,Matutina,Diario,Verapaz
16-07-0209-46,16-036,Alta Verapaz,Panzos,Colegio Mixto Mesoamericano,Sin especificar,['3731-1196'],Jose Luis Xi Cucul,Aristides Efren Lopez Gomez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Fin de semana,Verapaz
16-07-0211-46,16-050,Alta Verapaz,Panzos,Enbi Centro De Educacion Extraescolar Ceex,Sin especificar,['3294-5952'],Maximiliano Chub Ical,Augusto Xol Xol,Privado,Rural,Abierta,Bilingue,Doble,Semipresencial,Verapaz
16-07-0213-46,16-012,Alta Verapaz,Panzos,Colegio Privado Liceo Polochic,Sin especificar,['5331-8658'],Maria Elena Palma Molina,Hector Maquim Caal,Privado,Rural,Abierta,Monolingue,Sin especificar,Fin de semana,Verapaz
16-07-0214-46,16-036,Alta Verapaz,Panzos,Colegio Mixto Valle Del Polochic,Sin especificar,['3049-8487'],Jose Luis Xi Cucul,Joel Esteban Zepeda Caal,Privado,Rural,Abierta,Monolingue,Sin especificar,Fin de semana,Verapaz
16-07-0215-46,16-036,Alta Verapaz,Panzos,Colegio Privado Mixto Sagrado Corazon Del Polochic,Sin especificar,['3371-2014'],Jose Luis Xi Cucul,Reyna Azucena Chinchilla Tiul,Privado,Rural,Abierta,Monolingue,Vespertina,Diario,Verapaz
16-07-0216-46,16-036,Alta Verapaz,Panzos,Colegio Privado Mixto Sagrado Corazon Del Polochic,Sin especificar,['3371-2014'],Jose Luis Xi Cucul,Reyna Azucena Chinchilla Tiul,Privado,Rural,Abierta,Monolingue,Doble,Fin de semana,Verapaz
